,Review,Freshness
1773,A visionary triumph filled me with that Disney magic all over again.,1
38297,"Where Babe was warm, gentle, and cuddly, Pig in the City is fast paced and antic.",1
25042,"[Close gives] an intriguing performance, technically flawless, if by necessity distant.",1
126428, Flails in desperate attempts to shock for the sake of schlock.,0
38024,"...a metaphor for obsessive filmmaking and the film industry's penchant for devouring its own talent...a sly, often funny, yet affectionate send-up of the genre.",1
4858,"There's not enough fury to inspire excitement, while passes at a primal connection between humans and the beasts of the wild is fairly ridiculous.",0
372980," Heartwarming, insightful, and truly funny, Away We Go is an utter gem. Sam Mendes' most personal film is an adoring Hallmark card to mothers and young love everywhere.",1
322278, This flick is pure Schadenfreude,0
7893,"Its span may be global, but its scope is modest, and it accepts a certain superficiality as the price of useful insight.",1
1674,The Great Beauty will become one of those movies that will be discussed over and over again in future college courses.,1
3319,"Burn is perhaps best viewed as a discomforting study of pain and desperation, wearing the clothing of a mechanical but nimble thriller.",1
14062,"Whenever a new kids' film comes out, there's always the hope that it'll work for adults, too. Alas, not this time. But the kids will probably like it.",1
12,"It's not as inspired as the original, but it's unbelievably sweet.",1
6229,"Gladiator is visually magnificent, absolutely stunning to look at -- and to listen to, with its haunting, stirring score.",1
2383,"Consider this one stillborn, and put your faith in better horror offerings to come. The real devil is ever having to view this movie.",0
361465," Like its title, with those synonymous adjectives, Simon Aboud's film strings together a story that strains to be charming while actually being immediately predictable.",0
15938,"Congratulations, loyalists. Veronica's return is everything you've hoped it would be. It's so much fun you may want to put a few bucks aside for a sequel.",1
8971,What Zhang Yimou really does best--the epic scale of intimate human emotion.,1
38476,strength of this film lies with Hitchcock's incredible narrative ability and cinematic vision,1
4555,"Though it's not as gripping nor, ultimately, as powerful as it might have been, Hotel Mumbai is not exploitative in the ways many had feared and tells its story well enough to satisfy most viewers.",1
1539,Lowen's technique represents a refreshingly new dynamic of an uninterrupted 90 minutes of close-ups to women's faces as they address the still patriarchal entertainment and social media industry.,1
244726," English director Andy Goddard, who comes from directing episodes of hit period drama Downton Abbey, struggles to find a path through a story muddled by poor editing and even murkier characters.",0
53493,"All emotional shortcuts and vaguely defined characters, held together more than it deserves by [Matt] Damon's admirable star turn.",0
227814," Give Dozen a slight edge to the mournful Yours, Mine & Ours as a holiday season bottom-feeder, because Martin and Levy are better at slapstick than Dennis Quaid.",0
4323,"Over the course of the special, Ansari hits many more predictable-feeling beats.",1
409424," It's too half-baked in tone, too tone-deaf in its jokes, and too jokey in its half-baked plotting...",0
1508,A monotone and repetitive film. [Full Review in Spanish],0
33693,"The film tapers off in its final reel, ending on a conventional note -- but not before it has done its best to capture its subject in all his manic and absurd glory.",1
24137,Doom borrows gimmicks from other sci-fi/horror movies -- and not very well -- without creating enough of its own to do the trick.,0
282800," This is the umpteenth variation on the same wisecracking character that Travolta's been playing for years, while Jackson gets to talk tough and do little else.",0
434138," With Bullock, you don't have time to wrap your mind around the notion that she's a butt-kicking tomboy before she's reverted to her trademark cutesy-poo act.",0
130,"It's fast paced, witty and sometimes sexy, a seductive package with a deceptively smart core and one of the best offerings for young audiences.",1
3781,"While Dev Patel brings the best performance possible given what he had to work with, it's hard to feel empathy or root for any characters in a story that never really knows what it wants to be.",0
21369,"Oscar-winning director Ang Lee's latest film aims to shine a light on the hypocrisy faced by returning war veterans in America, but it falters in tone and emotional impact.",0
4074,"Despite the peculiarity of mixing and issue-oriented political film with an LGBT coming-of-age story, it is ultimately a very powerful, emotional, and universal story.",1
5570,"There's a plot in there somewhere, but most of the time it's subsumed by a frenetic attempt to showcase the whole Playmobil range in an extended kinetic eruption of primal sound and primary colour.",0
24384,"Wuornos was a far more complex creature than most accounts of her will allow, and Patty Jenkins' tough and tender movie has caught the contradictions of a woman stranded between unwarranted hope and unavoidable despair.",1
34430,"Enjoyable, sharply-observed satire with a great script and strong comic performances from the entire cast.",1
4395,Pleasing documentary on the rising country singers you feel good rooting for.,1
