Freshness,Review
0," Though often swank, it might be too harsh and clammy to be a natural high, unless you're deep into species masochism."
0," This first film by writer/director Jonathan Kasdan reveals him to have a good ear for dialogue and the foibles of growing into adulthood. With the inclusion of greater originality in his plotlines, he should grow into a director to watch."
1, This whale of a film will undoubtedly be remembered as one of the best films of 2003.
1," What Astro Boy has in spades are energy, good humor, and the demolition-derby action of a superhero smash-up, reasons enough to recommend it to grade-school boys."
0," Criminal acts and scenes of brutal violence spoil the effect of ""Barnyard"" as an animated movie for tots."
1, Anton Walbrook is on peerlessly maniacal form.
0, An already thin veneer of historical truth wears off fairly quickly in this surprisingly dull and melodramatic low-budget western.
0, Depp's strenuously unfunny performance turns a frivolous caper comedy into a grim death march to the closing credits.
1, A heartbreaking story of an 11-year-old deserted by his dad.
0, More curdled nostalgia than cinematic excitement.
0, The Visitor is a terrible film.
1," A solid plot, one with credible sci-fi twists but also heart. It throws off the jokiness in which this series has been mired to create action-adventure in service to story. "
1,Brings a lot of talent and a tremendous amount of craft to a movie that will be too painful for most people to endure. 
1," An engaging journey to the dark side, thanks to Robert Pattinson's lead turn, which adds a layer of emotional resonance to what ends up an uncommonly intriguing crime drama."
0, The tone's too rough to be funny. Kick-Ass 2 suffers from being a little too real.
1, A delicate comedy that deals with a subject that cinema has shown little interest in explore. [Full review in Spanish]
1, It almost manages to restore (at least temporarily) one's faith in both the democratic process and Kevin Costner's career.
0," This is the dumbest, gruntiest, schlockiest film ever to be cut and pasted off the internet"
1,"Secret Window"" is taut, credible, and thoroughly entertaining, and features another eccentric -- and uncommonly good -- performance from Johnny Depp."
0," Dated, quirky adaptation of video game has some violence."
1, It's a superficial publicity piece. But it's enjoyable even if you're not a pre-pubescent girl.
0," Political correctness, flamethrowers and Wagner!"
1,The movie is such an immersive portrayal of an insular world rarely seen onscreen that the thin story isn't a major problem. 
0," The fanciful associations and bad jokes are more often stupid than silly, making all the spectacle and contrived dance numbers seem a colossal waste."
1, A pleasant familial drama spiced with a keen appreciation for the surprising twists and turns of romantic love.
1," Watching Sally Field is one of the pleasures of going to the movies. 'Doris' doesn't always give her the material she deserves. But even when the film fails her, Field never fails to shine. "
0, Ms. Kidman goes through it all as if impersonating an adorable trick-or-treater.
0," If you can't survive on muscles, carnage and brutality alone, and need even the slightest bit of heart, look elsewhere as 'Conan' is as brash and coarse as its hero."
0," Mediocre action, various plot holes, and questionable character behavior, occasionally horrid dialogue, and a cast that appears bored. (Full Content Review for Parents - Violence, Profanity, etc. - Also Available)"
1," ""Chronicle"" is a compact movie that teases us about where it's headed, pays off satisfyingly and leaves us with a lingering thought: Be careful what superpowers you wish for."
1, A fascinating film.
0, More of an infield grounder than a home run.
1," A film you expect to be funny given the comedic talent attached, but surprisingly it is also strangely moving as well."
1," Mr. Kusturica, whose own best directing days may be behind him, nevertheless gives a terrific portrayal of a man living inside his head and his history..."
0," A fine setup for two strong-willed characters to have at each other... Yet Green Book wears thin, and how could it not, since it's basically an illustrative construction in which each scene has a predictable shape and a clear-cut purpose."
1," The film would rather give us an earned smile than strain fruitlessly for a guffaw, and its humor is much more dialogue- and character-driven than goofy"
1,"An often amusing, harmless adventure with enough inoffensive humor and impressive CGI animation to make up for its lack of exhilarating moments and refreshing surprises."
1," This scenario allows free rein for patented Key and Peele riffing on race, rap and drug stereotypes while also freestyling on pop-cult obsessions ..."
1, It helps that the script was penned by Schumer. undoubtedly one of the most prominent comedians of her generation. [Full review in Spanish]
