,Review,predicted_train
4804,a fascinating roller-coaster ride through the life of one of America's most famous post-war innovators.,1
294204, This eye-opening film reveals that even systems as dubious as the Idol format mean dramatically different things when transferred to radically dissimilar cultures.,1
1132,"There isn't much about Anya that's predictable. It's a love story, family drama, and science experiment all rolled into one.",0
20455,So refreshingly smart.,1
2709,The movie's weaknesses make more glaring the movie's hollowness where the storyline's feminism once was.,0
294323, Maverick reminds us of what killed the western in the first place.,0
4300,It excels in showing how Armstrong remained calm and capable in some truly astonishing situations.,1
328094, The only thing it really kills is about an hour and a half.,1
5537,"From the performances to the presentation there is much to like about The Light Between Oceans, but little that makes us want to fully embrace it.",0
428971, Yawn of the Dead.,0
226447," This is historical filmmaking without the balm of right-thinking ideology, either liberal or conservative. Mr. Scorsese's bravery and integrity in advancing this vision can hardly be underestimated.",0
39481,"No one will mistake Man of the Year for movie of the year, but it says some things worth being said without the usual straight face.",1
9832,Sputters and skids into spoon-fed sentimentality.,0
26534," A colossal waste of time, a 14K dial-up in the time of fiber optic.",0
50038,"In particular, as mentioned, the dance sequences are a mess, which is the kiss of death for a film in this genre.",1
236483, ...argues for an eternal childhood.,0
1280,For a long time I had no idea what the hell was going on in this movie... I tapped out.,1
5155,"Peppered with mind-bending images, White's visually impressive feature debut takes cues from genre flicks like The Signal, Pontypool, The Endless and Cloverfield, as well as producing jolting shocks and a manga-style animated interlude.",1
40061,"Better than the average Bond, but not the greatest.",1
308775," It's the highs and lows of travel. You meet new people, share some laughs and sometimes have to deal with missed connections. All in all, this one's a pretty good trip.",1
32485,Gory sight gags and intestine eating abound in this must-see movie for fans of the horror genre.,1
1196,With its sense of turn-of-the-century nostalgia -- from baby pink hoodies and khaki Capri pants to video game adventures -- the movie cultivates an uncanny continuum between the recent past and now.,1
463297," Perhaps Headland is afraid of her films being too unlikable for audiences, or this an attempt to legitimise herself within the mainstream. Because, ultimately, why sacrifice all this smart, perceptive modernity for a finale hewn of Hollywood cliché?",0
29033,"Lovely to look at, perhaps, but in the end there's not much to it behind the surface glamour.",1
409572," The most crucial flaw in Kurzel's Macbeth is that he surgically removes the strength, presence, and importance of the female characters found in the real Macbeth.",1
446349," Mills is making this one for himself, and anyone not in perfect alignment with the movie's glacial tempo of contemplation will likely become nauseous by the end of this lengthy, cutesy, empty march to the end of life. ",1
5815,Writer-director Jason Lei Howden's humor might have been tolerable if his film was at least reasonably imaginative.,1
1970,"Early passages lean heavily on a more standard timeline of point A to point B storytelling, but the film really comes alive when Ou focuses on societal and cultural intricacies ... of the political unrest of the time.",1
200982," Our Kind Of Traitor isn't in the same duplicitous league as the best Le Carre adaptations... But director Susanna White holds her nerve with this intelligent, character-driven entry into the espionage universe.",1
22602,It features four of the most erotically and emotionally delectable female performances I have seen in one film this year.,1
410096," No amount of visual pyrotechnics -- be it CGI, things exploding, shoot outs, martial arts balletics, or bullet-time flo-mo -- can conceal the filmmakers utter lack of imagination and inability to grasp the basics of storytelling.",1
156528, A typically underwhelming effort from Sofia Coppola...,0
254242," It's fitting, I suppose, that a movie about the complicated man behind Apple be complicated as well and, in that sense, this adventurous Danny Boyle/Aaron Sorkin spin succeeds. But, is that dazzle enough? ",1
25639,"The comedy in the film works very well. The romance isn't quite as convincing, but good acting and romantic chemistry prevail.",0
46471,"Fight Club rolls out its indictments and its Zen koans, but what it really resembles, perhaps unknowingly, is the squall of a whiny and essentially white-male generation that feels ruined by the privileges of women and a booming economy.",0
5720,"I was blown away by how good After We Leave looks, its subtlety and plausibility and confident simplicity.",1
150632," This ""secret life of groceries"", like so many other Seth Rogen movies, is a congenial mess of the outrageously funny and the bong-induced lazy drags. ",0
285696, There are four different movies in The Fantastic Four struggling to get out.,1
302009, ...there just isn't enough material here to sustain the movie's overlong and occasionally oppressive 131 minutes...,1
184887," There are many ""are you kidding me(?)"" moments in this less-than-sacred salute to the Shrine of the Self-Absorbed.",1
37113,"Once again the production values -- the sets, costumes and props -- are pure perfection.",1
40358,About as middle of the road as comedies get.,0
83311," Even when the pace slows to a crawl, the island's gentle mood is appealing.",1
45345,"Altogether, The Imitation Game is a film that will give you plenty to think about.",1
